date_time,Date,Time,Day_of_Week,school,company,weather,traffic,travel_time,day,hour,travel_time_minutes
6/27/2023 23:00,6/27/2023,23:00,Tuesday,lite,lite,sunny,lite,3:04,27,23,184
6/28/2023 0:00,6/28/2023,0:00,Wednesday,lite,lite,sunny,lite,3:00,28,0,180
6/28/2023 1:00,6/28/2023,1:00,Wednesday,lite,lite,sunny,lite,3:12,28,1,192
6/28/2023 2:00,6/28/2023,2:00,Wednesday,lite,lite,sunny,lite,3:12,28,2,192
6/28/2023 3:00,6/28/2023,3:00,Wednesday,lite,lite,sunny,lite,3:05,28,3,185
6/28/2023 4:00,6/28/2023,4:00,Wednesday,lite,lite,sunny,lite,3:01,28,4,181
6/28/2023 5:00,6/28/2023,5:00,Wednesday,lite,lite,sunny,lite,3:04,28,5,184
6/28/2023 6:00,6/28/2023,6:00,Wednesday,heavy,heavy,sunny,heavy,3:59,28,6,239
6/28/2023 7:00,6/28/2023,7:00,Wednesday,heavy,heavy,sunny,heavy,3:52,28,7,232
6/28/2023 8:00,6/28/2023,8:00,Wednesday,heavy,heavy,sunny,heavy,3:52,28,8,232
6/28/2023 9:00,6/28/2023,9:00,Wednesday,heavy,heavy,sunny,heavy,3:49,28,9,229
6/28/2023 10:00,6/28/2023,10:00,Wednesday,lite,lite,sunny,moderate,3:36,28,10,216
6/28/2023 11:00,6/28/2023,11:00,Wednesday,lite,lite,sunny,moderate,3:43,28,11,223
6/28/2023 12:00,6/28/2023,12:00,Wednesday,lite,lite,sunny,moderate,3:37,28,12,217
6/28/2023 13:00,6/28/2023,13:00,Wednesday,heavy,lite,sunny,moderate,3:34,28,13,214
6/28/2023 14:00,6/28/2023,14:00,Wednesday,heavy,lite,sunny,moderate,3:39,28,14,219
6/28/2023 15:00,6/28/2023,15:00,Wednesday,heavy,lite,sunny,moderate,3:21,28,15,201
6/28/2023 16:00,6/28/2023,16:00,Wednesday,heavy,heavy,sunny,heavy,4:10,28,16,250
6/28/2023 17:00,6/28/2023,17:00,Wednesday,heavy,heavy,sunny,heavy,3:46,28,17,226
6/28/2023 18:00,6/28/2023,18:00,Wednesday,heavy,heavy,sunny,heavy,4:04,28,18,244
6/28/2023 19:00,6/28/2023,19:00,Wednesday,heavy,heavy,sunny,heavy,4:05,28,19,245
6/28/2023 20:00,6/28/2023,20:00,Wednesday,heavy,heavy,sunny,heavy,3:47,28,20,227
6/28/2023 21:00,6/28/2023,21:00,Wednesday,lite,lite,sunny,lite,3:04,28,21,184
6/28/2023 22:00,6/28/2023,22:00,Wednesday,lite,lite,sunny,lite,3:06,28,22,186
6/28/2023 23:00,6/28/2023,23:00,Wednesday,lite,lite,sunny,lite,3:10,28,23,190
6/29/2023 0:00,6/29/2023,0:00,Thursday,lite,lite,sunny,lite,3:11,29,0,191
6/29/2023 1:00,6/29/2023,1:00,Thursday,lite,lite,sunny,lite,3:07,29,1,187
6/29/2023 2:00,6/29/2023,2:00,Thursday,lite,lite,sunny,lite,3:07,29,2,187
6/29/2023 3:00,6/29/2023,3:00,Thursday,lite,lite,sunny,lite,3:12,29,3,192
6/29/2023 4:00,6/29/2023,4:00,Thursday,lite,lite,sunny,lite,3:07,29,4,187
6/29/2023 5:00,6/29/2023,5:00,Thursday,lite,lite,sunny,lite,3:15,29,5,195
6/29/2023 6:00,6/29/2023,6:00,Thursday,heavy,heavy,sunny,heavy,4:02,29,6,242
6/29/2023 7:00,6/29/2023,7:00,Thursday,heavy,heavy,sunny,heavy,4:01,29,7,241
6/29/2023 8:00,6/29/2023,8:00,Thursday,heavy,heavy,sunny,heavy,3:54,29,8,234
6/29/2023 9:00,6/29/2023,9:00,Thursday,heavy,heavy,sunny,heavy,4:15,29,9,255
6/29/2023 10:00,6/29/2023,10:00,Thursday,lite,lite,sunny,moderate,3:35,29,10,215
6/29/2023 11:00,6/29/2023,11:00,Thursday,lite,lite,sunny,moderate,3:20,29,11,200
6/29/2023 12:00,6/29/2023,12:00,Thursday,lite,lite,sunny,moderate,3:43,29,12,223
6/29/2023 13:00,6/29/2023,13:00,Thursday,heavy,lite,sunny,moderate,3:33,29,13,213
6/29/2023 14:00,6/29/2023,14:00,Thursday,heavy,lite,sunny,moderate,3:27,29,14,207
6/29/2023 15:00,6/29/2023,15:00,Thursday,heavy,lite,sunny,moderate,3:39,29,15,219
6/29/2023 16:00,6/29/2023,16:00,Thursday,heavy,heavy,sunny,heavy,4:08,29,16,248
6/29/2023 17:00,6/29/2023,17:00,Thursday,heavy,heavy,sunny,heavy,4:12,29,17,252
6/29/2023 18:00,6/29/2023,18:00,Thursday,heavy,heavy,sunny,heavy,3:56,29,18,236
6/29/2023 19:00,6/29/2023,19:00,Thursday,heavy,heavy,sunny,heavy,3:55,29,19,235
6/29/2023 20:00,6/29/2023,20:00,Thursday,heavy,heavy,sunny,heavy,3:55,29,20,235
6/29/2023 21:00,6/29/2023,21:00,Thursday,lite,lite,sunny,lite,3:09,29,21,189
6/29/2023 22:00,6/29/2023,22:00,Thursday,lite,lite,sunny,lite,3:01,29,22,181
6/29/2023 23:00,6/29/2023,23:00,Thursday,lite,lite,sunny,lite,3:10,29,23,190
6/30/2023 0:00,6/30/2023,0:00,Friday,lite,lite,sunny,lite,3:14,30,0,194
6/30/2023 1:00,6/30/2023,1:00,Friday,lite,lite,sunny,lite,3:04,30,1,184
6/30/2023 2:00,6/30/2023,2:00,Friday,lite,lite,sunny,lite,3:05,30,2,185
6/30/2023 3:00,6/30/2023,3:00,Friday,lite,lite,sunny,lite,3:05,30,3,185
6/30/2023 4:00,6/30/2023,4:00,Friday,lite,lite,sunny,lite,3:12,30,4,192
6/30/2023 5:00,6/30/2023,5:00,Friday,lite,lite,sunny,lite,3:00,30,5,180
6/30/2023 6:00,6/30/2023,6:00,Friday,heavy,heavy,sunny,heavy,3:49,30,6,229
6/30/2023 7:00,6/30/2023,7:00,Friday,heavy,heavy,sunny,heavy,3:57,30,7,237
6/30/2023 8:00,6/30/2023,8:00,Friday,heavy,heavy,sunny,heavy,3:52,30,8,232
6/30/2023 9:00,6/30/2023,9:00,Friday,heavy,heavy,sunny,heavy,3:53,30,9,233
6/30/2023 10:00,6/30/2023,10:00,Friday,lite,lite,sunny,moderate,3:17,30,10,197
6/30/2023 11:00,6/30/2023,11:00,Friday,lite,lite,sunny,moderate,3:37,30,11,217
6/30/2023 12:00,6/30/2023,12:00,Friday,lite,lite,sunny,moderate,3:36,30,12,216
6/30/2023 13:00,6/30/2023,13:00,Friday,heavy,lite,sunny,moderate,3:34,30,13,214
6/30/2023 14:00,6/30/2023,14:00,Friday,heavy,lite,sunny,moderate,3:19,30,14,199
6/30/2023 15:00,6/30/2023,15:00,Friday,heavy,lite,sunny,moderate,3:41,30,15,221
6/30/2023 16:00,6/30/2023,16:00,Friday,heavy,heavy,sunny,heavy,4:06,30,16,246
6/30/2023 17:00,6/30/2023,17:00,Friday,heavy,heavy,sunny,heavy,4:15,30,17,255
6/30/2023 18:00,6/30/2023,18:00,Friday,heavy,heavy,sunny,heavy,3:56,30,18,236
6/30/2023 19:00,6/30/2023,19:00,Friday,heavy,heavy,sunny,heavy,3:46,30,19,226
6/30/2023 20:00,6/30/2023,20:00,Friday,heavy,heavy,sunny,heavy,4:08,30,20,248
6/30/2023 21:00,6/30/2023,21:00,Friday,lite,lite,sunny,lite,3:14,30,21,194
6/30/2023 22:00,6/30/2023,22:00,Friday,lite,lite,sunny,lite,3:01,30,22,181
6/30/2023 23:00,6/30/2023,23:00,Friday,lite,lite,sunny,lite,3:01,30,23,181
7/1/2023 0:00,7/1/2023,0:00,Saturday,lite,lite,sunny,lite,3:03,1,0,183
7/1/2023 1:00,7/1/2023,1:00,Saturday,lite,lite,sunny,lite,3:12,1,1,192
7/1/2023 2:00,7/1/2023,2:00,Saturday,lite,lite,sunny,lite,3:12,1,2,192
7/1/2023 3:00,7/1/2023,3:00,Saturday,lite,lite,sunny,lite,3:15,1,3,195
7/1/2023 4:00,7/1/2023,4:00,Saturday,lite,lite,sunny,lite,3:15,1,4,195
7/1/2023 5:00,7/1/2023,5:00,Saturday,lite,lite,sunny,lite,3:15,1,5,195
7/1/2023 6:00,7/1/2023,6:00,Saturday,lite,lite,sunny,lite,3:13,1,6,193
7/1/2023 7:00,7/1/2023,7:00,Saturday,lite,lite,sunny,lite,3:01,1,7,181
7/1/2023 8:00,7/1/2023,8:00,Saturday,lite,lite,sunny,lite,3:12,1,8,192
7/1/2023 9:00,7/1/2023,9:00,Saturday,lite,lite,sunny,lite,3:05,1,9,185
7/1/2023 10:00,7/1/2023,10:00,Saturday,lite,lite,sunny,lite,3:04,1,10,184
7/1/2023 11:00,7/1/2023,11:00,Saturday,lite,lite,sunny,lite,3:09,1,11,189
7/1/2023 12:00,7/1/2023,12:00,Saturday,lite,lite,sunny,lite,3:08,1,12,188
7/1/2023 13:00,7/1/2023,13:00,Saturday,lite,lite,sunny,lite,3:11,1,13,191
7/1/2023 14:00,7/1/2023,14:00,Saturday,lite,lite,sunny,lite,3:13,1,14,193
7/1/2023 15:00,7/1/2023,15:00,Saturday,lite,lite,sunny,lite,3:12,1,15,192
7/1/2023 16:00,7/1/2023,16:00,Saturday,lite,lite,sunny,lite,3:03,1,16,183
7/1/2023 17:00,7/1/2023,17:00,Saturday,lite,lite,sunny,lite,3:15,1,17,195
7/1/2023 18:00,7/1/2023,18:00,Saturday,lite,lite,sunny,lite,3:04,1,18,184
7/1/2023 19:00,7/1/2023,19:00,Saturday,lite,lite,sunny,lite,3:05,1,19,185
7/1/2023 20:00,7/1/2023,20:00,Saturday,lite,lite,sunny,lite,3:11,1,20,191
7/1/2023 21:00,7/1/2023,21:00,Saturday,lite,lite,sunny,lite,3:05,1,21,185
7/1/2023 22:00,7/1/2023,22:00,Saturday,lite,lite,sunny,lite,3:12,1,22,192
7/1/2023 23:00,7/1/2023,23:00,Saturday,lite,lite,sunny,lite,3:12,1,23,192
7/2/2023 0:00,7/2/2023,0:00,Sunday,lite,lite,sunny,lite,3:09,2,0,189
7/2/2023 1:00,7/2/2023,1:00,Sunday,lite,lite,sunny,lite,3:01,2,1,181
7/2/2023 2:00,7/2/2023,2:00,Sunday,lite,lite,sunny,lite,3:00,2,2,180
7/2/2023 3:00,7/2/2023,3:00,Sunday,lite,lite,sunny,lite,3:11,2,3,191
7/2/2023 4:00,7/2/2023,4:00,Sunday,lite,lite,sunny,lite,3:13,2,4,193
7/2/2023 5:00,7/2/2023,5:00,Sunday,lite,lite,sunny,lite,3:12,2,5,192
7/2/2023 6:00,7/2/2023,6:00,Sunday,lite,lite,sunny,lite,3:01,2,6,181
7/2/2023 7:00,7/2/2023,7:00,Sunday,lite,lite,sunny,lite,3:07,2,7,187
7/2/2023 8:00,7/2/2023,8:00,Sunday,lite,lite,sunny,lite,3:10,2,8,190
7/2/2023 9:00,7/2/2023,9:00,Sunday,lite,lite,sunny,lite,3:14,2,9,194
7/2/2023 10:00,7/2/2023,10:00,Sunday,lite,lite,sunny,lite,3:08,2,10,188
7/2/2023 11:00,7/2/2023,11:00,Sunday,lite,lite,sunny,lite,3:06,2,11,186
7/2/2023 12:00,7/2/2023,12:00,Sunday,lite,lite,sunny,lite,3:12,2,12,192
7/2/2023 13:00,7/2/2023,13:00,Sunday,lite,lite,sunny,lite,3:06,2,13,186
7/2/2023 14:00,7/2/2023,14:00,Sunday,lite,lite,sunny,lite,3:07,2,14,187
7/2/2023 15:00,7/2/2023,15:00,Sunday,lite,lite,sunny,lite,3:00,2,15,180
7/2/2023 16:00,7/2/2023,16:00,Sunday,lite,lite,sunny,lite,3:08,2,16,188
7/2/2023 17:00,7/2/2023,17:00,Sunday,lite,lite,sunny,lite,3:11,2,17,191
7/2/2023 18:00,7/2/2023,18:00,Sunday,lite,lite,sunny,lite,3:15,2,18,195
7/2/2023 19:00,7/2/2023,19:00,Sunday,lite,lite,sunny,lite,3:00,2,19,180
7/2/2023 20:00,7/2/2023,20:00,Sunday,lite,lite,sunny,lite,3:00,2,20,180
7/2/2023 21:00,7/2/2023,21:00,Sunday,lite,lite,sunny,lite,3:00,2,21,180
7/2/2023 22:00,7/2/2023,22:00,Sunday,lite,lite,sunny,lite,3:12,2,22,192
7/2/2023 23:00,7/2/2023,23:00,Sunday,lite,lite,sunny,lite,3:10,2,23,190
7/3/2023 0:00,7/3/2023,0:00,Monday,lite,lite,sunny,lite,3:13,3,0,193
7/3/2023 1:00,7/3/2023,1:00,Monday,lite,lite,sunny,lite,3:08,3,1,188
7/3/2023 2:00,7/3/2023,2:00,Monday,lite,lite,sunny,lite,3:11,3,2,191
7/3/2023 3:00,7/3/2023,3:00,Monday,lite,lite,sunny,lite,3:04,3,3,184
7/3/2023 4:00,7/3/2023,4:00,Monday,lite,lite,sunny,lite,3:04,3,4,184
7/3/2023 5:00,7/3/2023,5:00,Monday,lite,lite,sunny,lite,3:12,3,5,192
7/3/2023 6:00,7/3/2023,6:00,Monday,heavy,heavy,sunny,heavy,4:09,3,6,249
7/3/2023 7:00,7/3/2023,7:00,Monday,heavy,heavy,sunny,heavy,3:49,3,7,229
7/3/2023 8:00,7/3/2023,8:00,Monday,heavy,heavy,sunny,heavy,3:48,3,8,228
7/3/2023 9:00,7/3/2023,9:00,Monday,heavy,heavy,sunny,heavy,3:57,3,9,237
7/3/2023 10:00,7/3/2023,10:00,Monday,lite,lite,sunny,moderate,3:17,3,10,197
7/3/2023 11:00,7/3/2023,11:00,Monday,lite,lite,sunny,moderate,3:30,3,11,210
7/3/2023 12:00,7/3/2023,12:00,Monday,lite,lite,sunny,moderate,3:20,3,12,200
7/3/2023 13:00,7/3/2023,13:00,Monday,heavy,lite,sunny,moderate,3:27,3,13,207
7/3/2023 14:00,7/3/2023,14:00,Monday,heavy,lite,sunny,moderate,3:25,3,14,205
7/3/2023 15:00,7/3/2023,15:00,Monday,heavy,lite,sunny,moderate,3:24,3,15,204
7/3/2023 16:00,7/3/2023,16:00,Monday,heavy,heavy,sunny,heavy,4:08,3,16,248
7/3/2023 17:00,7/3/2023,17:00,Monday,heavy,heavy,sunny,heavy,4:10,3,17,250
7/3/2023 18:00,7/3/2023,18:00,Monday,heavy,heavy,sunny,heavy,3:53,3,18,233
7/3/2023 19:00,7/3/2023,19:00,Monday,heavy,heavy,sunny,heavy,4:06,3,19,246
7/3/2023 20:00,7/3/2023,20:00,Monday,heavy,heavy,sunny,heavy,4:01,3,20,241
7/3/2023 21:00,7/3/2023,21:00,Monday,lite,lite,sunny,lite,3:10,3,21,190
7/3/2023 22:00,7/3/2023,22:00,Monday,lite,lite,sunny,lite,3:04,3,22,184
7/3/2023 23:00,7/3/2023,23:00,Monday,lite,lite,sunny,lite,3:15,3,23,195
7/4/2023 0:00,7/4/2023,0:00,Tuesday,lite,lite,sunny,lite,3:09,4,0,189
7/4/2023 1:00,7/4/2023,1:00,Tuesday,lite,lite,sunny,lite,3:12,4,1,192
7/4/2023 2:00,7/4/2023,2:00,Tuesday,lite,lite,sunny,lite,3:10,4,2,190
7/4/2023 3:00,7/4/2023,3:00,Tuesday,lite,lite,sunny,lite,3:01,4,3,181
7/4/2023 4:00,7/4/2023,4:00,Tuesday,lite,lite,sunny,lite,3:06,4,4,186
7/4/2023 5:00,7/4/2023,5:00,Tuesday,lite,lite,sunny,lite,3:00,4,5,180
7/4/2023 6:00,7/4/2023,6:00,Tuesday,heavy,heavy,sunny,heavy,3:57,4,6,237
7/4/2023 7:00,7/4/2023,7:00,Tuesday,heavy,heavy,sunny,heavy,4:05,4,7,245
7/4/2023 8:00,7/4/2023,8:00,Tuesday,heavy,heavy,sunny,heavy,3:53,4,8,233
7/4/2023 9:00,7/4/2023,9:00,Tuesday,heavy,heavy,sunny,heavy,3:57,4,9,237
7/4/2023 10:00,7/4/2023,10:00,Tuesday,lite,lite,sunny,moderate,3:29,4,10,209
7/4/2023 11:00,7/4/2023,11:00,Tuesday,lite,lite,sunny,moderate,3:31,4,11,211
7/4/2023 12:00,7/4/2023,12:00,Tuesday,lite,lite,sunny,moderate,3:31,4,12,211
7/4/2023 13:00,7/4/2023,13:00,Tuesday,heavy,lite,sunny,moderate,3:29,4,13,209
7/4/2023 14:00,7/4/2023,14:00,Tuesday,heavy,lite,sunny,moderate,3:20,4,14,200
7/4/2023 15:00,7/4/2023,15:00,Tuesday,heavy,lite,sunny,moderate,3:36,4,15,216
7/4/2023 16:00,7/4/2023,16:00,Tuesday,heavy,heavy,sunny,heavy,4:02,4,16,242
7/4/2023 17:00,7/4/2023,17:00,Tuesday,heavy,heavy,sunny,heavy,4:01,4,17,241
7/4/2023 18:00,7/4/2023,18:00,Tuesday,heavy,heavy,sunny,heavy,4:13,4,18,253
7/4/2023 19:00,7/4/2023,19:00,Tuesday,heavy,heavy,sunny,heavy,4:03,4,19,243
7/4/2023 20:00,7/4/2023,20:00,Tuesday,heavy,heavy,sunny,heavy,4:02,4,20,242
7/4/2023 21:00,7/4/2023,21:00,Tuesday,lite,lite,sunny,lite,3:03,4,21,183
7/4/2023 22:00,7/4/2023,22:00,Tuesday,lite,lite,sunny,lite,3:09,4,22,189
7/4/2023 23:00,7/4/2023,23:00,Tuesday,lite,lite,sunny,lite,3:07,4,23,187
7/5/2023 0:00,7/5/2023,0:00,Wednesday,lite,lite,sunny,lite,3:09,5,0,189
7/5/2023 1:00,7/5/2023,1:00,Wednesday,lite,lite,sunny,lite,3:08,5,1,188
7/5/2023 2:00,7/5/2023,2:00,Wednesday,lite,lite,sunny,lite,3:01,5,2,181
7/5/2023 3:00,7/5/2023,3:00,Wednesday,lite,lite,sunny,lite,3:09,5,3,189
7/5/2023 4:00,7/5/2023,4:00,Wednesday,lite,lite,sunny,lite,3:15,5,4,195
7/5/2023 5:00,7/5/2023,5:00,Wednesday,lite,lite,sunny,lite,3:13,5,5,193
7/5/2023 6:00,7/5/2023,6:00,Wednesday,heavy,heavy,sunny,heavy,4:08,5,6,248
7/5/2023 7:00,7/5/2023,7:00,Wednesday,heavy,heavy,sunny,heavy,3:46,5,7,226
7/5/2023 8:00,7/5/2023,8:00,Wednesday,heavy,heavy,sunny,heavy,4:09,5,8,249
7/5/2023 9:00,7/5/2023,9:00,Wednesday,heavy,heavy,sunny,heavy,4:01,5,9,241
7/5/2023 10:00,7/5/2023,10:00,Wednesday,lite,lite,sunny,moderate,3:23,5,10,203
7/5/2023 11:00,7/5/2023,11:00,Wednesday,lite,lite,sunny,moderate,3:38,5,11,218
7/5/2023 12:00,7/5/2023,12:00,Wednesday,lite,lite,sunny,moderate,3:25,5,12,205
7/5/2023 13:00,7/5/2023,13:00,Wednesday,heavy,lite,sunny,moderate,3:26,5,13,206
7/5/2023 14:00,7/5/2023,14:00,Wednesday,heavy,lite,sunny,moderate,3:40,5,14,220
7/5/2023 15:00,7/5/2023,15:00,Wednesday,heavy,lite,sunny,moderate,3:37,5,15,217
7/5/2023 16:00,7/5/2023,16:00,Wednesday,heavy,heavy,sunny,heavy,4:05,5,16,245
7/5/2023 17:00,7/5/2023,17:00,Wednesday,heavy,heavy,sunny,heavy,4:04,5,17,244
7/5/2023 18:00,7/5/2023,18:00,Wednesday,heavy,heavy,sunny,heavy,4:02,5,18,242
7/5/2023 19:00,7/5/2023,19:00,Wednesday,heavy,heavy,sunny,heavy,3:52,5,19,232
7/5/2023 20:00,7/5/2023,20:00,Wednesday,heavy,heavy,sunny,heavy,3:57,5,20,237
7/5/2023 21:00,7/5/2023,21:00,Wednesday,lite,lite,sunny,lite,3:04,5,21,184
7/5/2023 22:00,7/5/2023,22:00,Wednesday,lite,lite,sunny,lite,3:05,5,22,185
7/5/2023 23:00,7/5/2023,23:00,Wednesday,lite,lite,sunny,lite,3:12,5,23,192
7/6/2023 0:00,7/6/2023,0:00,Thursday,lite,lite,sunny,lite,3:07,6,0,187
7/6/2023 1:00,7/6/2023,1:00,Thursday,lite,lite,sunny,lite,3:07,6,1,187
7/6/2023 2:00,7/6/2023,2:00,Thursday,lite,lite,sunny,lite,3:06,6,2,186
7/6/2023 3:00,7/6/2023,3:00,Thursday,lite,lite,sunny,lite,3:05,6,3,185
7/6/2023 4:00,7/6/2023,4:00,Thursday,lite,lite,sunny,lite,3:08,6,4,188
7/6/2023 5:00,7/6/2023,5:00,Thursday,lite,lite,sunny,lite,3:14,6,5,194
7/6/2023 6:00,7/6/2023,6:00,Thursday,heavy,heavy,sunny,heavy,3:53,6,6,233
7/6/2023 7:00,7/6/2023,7:00,Thursday,heavy,heavy,sunny,heavy,3:57,6,7,237
7/6/2023 8:00,7/6/2023,8:00,Thursday,heavy,heavy,sunny,heavy,4:04,6,8,244
7/6/2023 9:00,7/6/2023,9:00,Thursday,heavy,heavy,sunny,heavy,4:15,6,9,255
7/6/2023 10:00,7/6/2023,10:00,Thursday,lite,lite,sunny,moderate,3:21,6,10,201
7/6/2023 11:00,7/6/2023,11:00,Thursday,lite,lite,sunny,moderate,3:19,6,11,199
7/6/2023 12:00,7/6/2023,12:00,Thursday,lite,lite,sunny,moderate,3:16,6,12,196
7/6/2023 13:00,7/6/2023,13:00,Thursday,heavy,lite,sunny,moderate,3:40,6,13,220
7/6/2023 14:00,7/6/2023,14:00,Thursday,heavy,lite,sunny,moderate,3:40,6,14,220
7/6/2023 15:00,7/6/2023,15:00,Thursday,heavy,lite,sunny,moderate,3:38,6,15,218
7/6/2023 16:00,7/6/2023,16:00,Thursday,heavy,heavy,sunny,heavy,3:53,6,16,233
7/6/2023 17:00,7/6/2023,17:00,Thursday,heavy,heavy,sunny,heavy,4:13,6,17,253
7/6/2023 18:00,7/6/2023,18:00,Thursday,heavy,heavy,sunny,heavy,4:00,6,18,240
7/6/2023 19:00,7/6/2023,19:00,Thursday,heavy,heavy,sunny,heavy,4:08,6,19,248
7/6/2023 20:00,7/6/2023,20:00,Thursday,heavy,heavy,sunny,heavy,4:02,6,20,242
7/6/2023 21:00,7/6/2023,21:00,Thursday,lite,lite,sunny,lite,3:02,6,21,182
7/6/2023 22:00,7/6/2023,22:00,Thursday,lite,lite,sunny,lite,3:11,6,22,191
7/6/2023 23:00,7/6/2023,23:00,Thursday,lite,lite,sunny,lite,3:02,6,23,182
7/7/2023 0:00,7/7/2023,0:00,Friday,lite,lite,sunny,lite,3:07,7,0,187
7/7/2023 1:00,7/7/2023,1:00,Friday,lite,lite,sunny,lite,3:04,7,1,184
7/7/2023 2:00,7/7/2023,2:00,Friday,lite,lite,sunny,lite,3:09,7,2,189
7/7/2023 3:00,7/7/2023,3:00,Friday,lite,lite,sunny,lite,3:08,7,3,188
7/7/2023 4:00,7/7/2023,4:00,Friday,lite,lite,sunny,lite,3:12,7,4,192
7/7/2023 5:00,7/7/2023,5:00,Friday,lite,lite,sunny,lite,3:07,7,5,187
7/7/2023 6:00,7/7/2023,6:00,Friday,heavy,heavy,sunny,heavy,4:13,7,6,253
7/7/2023 7:00,7/7/2023,7:00,Friday,heavy,heavy,sunny,heavy,4:03,7,7,243
7/7/2023 8:00,7/7/2023,8:00,Friday,heavy,heavy,sunny,heavy,4:05,7,8,245
7/7/2023 9:00,7/7/2023,9:00,Friday,heavy,heavy,sunny,heavy,3:56,7,9,236
7/7/2023 10:00,7/7/2023,10:00,Friday,lite,lite,sunny,moderate,3:36,7,10,216
7/7/2023 11:00,7/7/2023,11:00,Friday,lite,lite,sunny,moderate,3:18,7,11,198
7/7/2023 12:00,7/7/2023,12:00,Friday,lite,lite,sunny,moderate,3:27,7,12,207
7/7/2023 13:00,7/7/2023,13:00,Friday,heavy,lite,sunny,moderate,3:32,7,13,212
7/7/2023 14:00,7/7/2023,14:00,Friday,heavy,lite,sunny,moderate,3:40,7,14,220
7/7/2023 15:00,7/7/2023,15:00,Friday,heavy,lite,sunny,moderate,3:44,7,15,224
7/7/2023 16:00,7/7/2023,16:00,Friday,heavy,heavy,sunny,heavy,4:14,7,16,254
7/7/2023 17:00,7/7/2023,17:00,Friday,heavy,heavy,sunny,heavy,3:55,7,17,235
7/7/2023 18:00,7/7/2023,18:00,Friday,heavy,heavy,sunny,heavy,4:08,7,18,248
7/7/2023 19:00,7/7/2023,19:00,Friday,heavy,heavy,sunny,heavy,4:02,7,19,242
7/7/2023 20:00,7/7/2023,20:00,Friday,heavy,heavy,sunny,heavy,4:03,7,20,243
7/7/2023 21:00,7/7/2023,21:00,Friday,lite,lite,sunny,lite,3:06,7,21,186
7/7/2023 22:00,7/7/2023,22:00,Friday,lite,lite,sunny,lite,3:13,7,22,193
7/7/2023 23:00,7/7/2023,23:00,Friday,lite,lite,sunny,lite,3:07,7,23,187
7/8/2023 0:00,7/8/2023,0:00,Saturday,lite,lite,sunny,lite,3:06,8,0,186
7/8/2023 1:00,7/8/2023,1:00,Saturday,lite,lite,sunny,lite,3:11,8,1,191
7/8/2023 2:00,7/8/2023,2:00,Saturday,lite,lite,sunny,lite,3:05,8,2,185
7/8/2023 3:00,7/8/2023,3:00,Saturday,lite,lite,sunny,lite,3:00,8,3,180
7/8/2023 4:00,7/8/2023,4:00,Saturday,lite,lite,sunny,lite,3:04,8,4,184
7/8/2023 5:00,7/8/2023,5:00,Saturday,lite,lite,sunny,lite,3:13,8,5,193
7/8/2023 6:00,7/8/2023,6:00,Saturday,lite,lite,sunny,lite,3:03,8,6,183
7/8/2023 7:00,7/8/2023,7:00,Saturday,lite,lite,sunny,lite,3:01,8,7,181
7/8/2023 8:00,7/8/2023,8:00,Saturday,lite,lite,sunny,lite,3:06,8,8,186
7/8/2023 9:00,7/8/2023,9:00,Saturday,lite,lite,sunny,lite,3:09,8,9,189
7/8/2023 10:00,7/8/2023,10:00,Saturday,lite,lite,sunny,lite,3:09,8,10,189
7/8/2023 11:00,7/8/2023,11:00,Saturday,lite,lite,sunny,lite,3:10,8,11,190
7/8/2023 12:00,7/8/2023,12:00,Saturday,lite,lite,sunny,lite,3:04,8,12,184
7/8/2023 13:00,7/8/2023,13:00,Saturday,lite,lite,sunny,lite,3:06,8,13,186
7/8/2023 14:00,7/8/2023,14:00,Saturday,lite,lite,sunny,lite,3:10,8,14,190
7/8/2023 15:00,7/8/2023,15:00,Saturday,lite,lite,sunny,lite,3:15,8,15,195
7/8/2023 16:00,7/8/2023,16:00,Saturday,lite,lite,sunny,lite,3:09,8,16,189
7/8/2023 17:00,7/8/2023,17:00,Saturday,lite,lite,sunny,lite,3:03,8,17,183
7/8/2023 18:00,7/8/2023,18:00,Saturday,lite,lite,sunny,lite,3:09,8,18,189
7/8/2023 19:00,7/8/2023,19:00,Saturday,lite,lite,sunny,lite,3:03,8,19,183
7/8/2023 20:00,7/8/2023,20:00,Saturday,lite,lite,sunny,lite,3:13,8,20,193
7/8/2023 21:00,7/8/2023,21:00,Saturday,lite,lite,sunny,lite,3:05,8,21,185
7/8/2023 22:00,7/8/2023,22:00,Saturday,lite,lite,sunny,lite,3:14,8,22,194
7/8/2023 23:00,7/8/2023,23:00,Saturday,lite,lite,sunny,lite,3:02,8,23,182
7/9/2023 0:00,7/9/2023,0:00,Sunday,lite,lite,sunny,lite,3:07,9,0,187
7/9/2023 1:00,7/9/2023,1:00,Sunday,lite,lite,sunny,lite,3:15,9,1,195
7/9/2023 2:00,7/9/2023,2:00,Sunday,lite,lite,sunny,lite,3:11,9,2,191
7/9/2023 3:00,7/9/2023,3:00,Sunday,lite,lite,sunny,lite,3:11,9,3,191
7/9/2023 4:00,7/9/2023,4:00,Sunday,lite,lite,sunny,lite,3:00,9,4,180
7/9/2023 5:00,7/9/2023,5:00,Sunday,lite,lite,sunny,lite,3:04,9,5,184
7/9/2023 6:00,7/9/2023,6:00,Sunday,lite,lite,sunny,lite,3:11,9,6,191
7/9/2023 7:00,7/9/2023,7:00,Sunday,lite,lite,sunny,lite,3:12,9,7,192
